ID,선수명,데뷔년도,연도,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,결승타,투구수/타석,순수장타율,추정득점,GPA,경기(주루),도루시도(주루),도루허용(주루),도루실패(주루),도루성공률(주루),주루사(주루),견제사(주루),경기(수비),선발경기(수비),수비이닝(수비),실책(수비),견제사(수비),자살(수비),보살(수비),병살(수비),포일(수비),도루허용(수비),도루실패(수비),수비율(수비),도루저지율(수비),WAR,FA여부,뉴스개수(연도별정규화),뉴스개수(누적정규화),수상횟수,누적타석,포지션 엔트로피,출생연도,출생월,출생일,나이,팀명_KIA,팀명_KT,팀명_LG,팀명_NC,팀명_SK,팀명_두산,팀명_롯데,팀명_삼성,팀명_우리/히어로즈/넥센/키움,팀명_한화,팀명_현대,포지션(수비)_1루수,포지션(수비)_2루수,포지션(수비)_3루수,포지션(수비)_수비기록없음,포지션(수비)_우익수,포지션(수비)_유격수,포지션(수비)_좌익수,포지션(수비)_중견수,포지션(수비)_포수,연봉,1차FA여부,2차FA여부,3차FA여부,5년평균타율,5년평균경기,5년평균타석,5년평균타수,5년평균득점,5년평균안타,5년평균2루타,5년평균3루타,5년평균홈런,5년평균루타,5년평균타점,5년평균희생번트,5년평균희생플라이,5년평균볼넷,5년평균고의사구,5년평균사구,5년평균삼진,5년평균병살타,5년평균장타율,5년평균출루율,5년평균OPS,5년평균멀티히트,5년평균득점권타율,5년평균대타타율,5년평균장타,5년평균땅볼,5년평균뜬공,5년평균결승타,5년평균투구수/타석,5년평균순수장타율,5년평균추정득점,5년평균GPA,5년평균경기(주루),5년평균도루시도(주루),5년평균도루허용(주루),5년평균도루실패(주루),5년평균도루성공률(주루),5년평균주루사(주루),5년평균견제사(주루),5년평균경기(수비),5년평균선발경기(수비),5년평균수비이닝(수비),5년평균실책(수비),5년평균견제사(수비),5년평균자살(수비),5년평균보살(수비),5년평균병살(수비),5년평균포일(수비),5년평균도루허용(수비),5년평균도루실패(수비),5년평균수비율(수비),5년평균도루저지율(수비),5년평균WAR,5년평균뉴스개수(연도별정규화),5년평균수상횟수,5년평균포지션 엔트로피,5년평균연봉
64086,신성현,2015,2020,0.25,9,7,4,2,1,1,0,0,2,0,0,0,3,0,0,3,0,0.5,0.571,1.071,0,0.0,0.333,1,0,0,0,5.71,0.25,1.4,0.382,9,0,0,0,0.0,0,0,6,0,10.0,0,0,8,0,1,0,0,0,1.0,0.0,0.086,0,0.00854700855,0.207321454,0,461,0.0,1990,10,19,31,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0.22757323348773978,58.41224762685874,116.70616290703221,100.2723595462589,17.731190791142826,25.420549831578377,4.299319771310402,0.20938214555266388,4.343128541361829,43.168019518079596,14.361288716628824,3.0988557541794255,0.6843694201860218,9.839429010006366,0.0,2.8111491764015057,33.98545558408236,1.9507436560656517,0.37935788517969493,0.31817222247930027,0.6975301076589953,5.428425995809803,0.17679685527867356,0.25731882348998963,8.851830458224894,18.90371804097967,22.64700550980451,0.0,4.005927898631086,0.15157526954640252,14.193675612453148,0.23785008640484057,58.41224762685874,2.1356978846371715,0.20938214555266388,1.9263157390845076,20.93821455526639,0.9631578695422538,0.0,53.72323165273392,25.059940864941968,239.1124060756246,4.474186254689238,0.0,84.72614851420374,31.4352394523066,12.642422782156086,0.0,0.0,0.0,0.9436152092159777,0.0,-0.004551186291389368,0.05598724225723271,0.0,1.1697889308653857,4428.027828762376
64115,장준원,2014,2020,0.217,46,68,60,10,13,3,0,1,19,6,1,1,6,0,0,7,2,0.317,0.284,0.601,3,0.154,1.0,4,23,18,1,3.74,0.1,5.5,0.207,46,0,0,0,0.0,0,1,47,18,186.0,1,0,19,31,6,0,0,0,0.9838709677419356,0.0,0.12,0,0.0222222222,0.0587372198,0,114,0.8487463539321409,1995,11,21,26,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0.19672367394695786,36.44890795631825,52.39918096723869,46.42102184087364,7.304212168486739,9.777691107644305,1.9890795631825273,0.0,0.6630265210608424,13.75585023400936,4.183502340093604,0.6630265210608424,0.8683697347893916,4.446762870514821,0.0,0.0,6.678822152886116,1.3260530421216847,0.2630263260530421,0.2620598673946958,0.5250861934477379,2.1944227769110762,0.10210608424336973,0.6630265210608424,2.6521060842433695,16.802847113884553,14.03003120124805,0.6630265210608424,3.7366302652106085,0.06630265210608424,3.947289391575663,0.18362773010920436,36.44890795631825,0.0,0.0,0.0,0.0,0.20534321372854916,0.6630265210608424,36.56961778471139,14.10374414976599,142.11271450858035,1.27905616224649,0.0,16.07254290171607,27.061622464898594,5.9578783151326045,0.0,0.0,0.0,0.974756853210561,0.0,-0.013594188767550709,0.019041093399050312,0.0,0.6020508620687646,3188.9340305550295
64153,양석환,2014,2020,0.246,40,132,118,8,29,5,0,3,43,13,2,0,10,0,2,25,1,0.364,0.315,0.679,7,0.313,1.0,8,21,43,1,4.32,0.119,14.0,0.233,40,0,0,0,0.0,1,0,43,37,293.0,4,0,129,37,19,0,0,0,0.9377440273037544,0.0,0.552,0,0.0367521368,0.606187832,0,1746,0.9890076795739704,1991,7,15,30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0.26220593790133717,109.56933072215992,371.7009954614397,338.7876813826047,41.63746142804842,88.95350445429769,19.964330751215996,1.736862291595237,9.617552199255002,141.24421638646916,56.80239538356937,2.9820549624885953,3.3124981839947467,23.600269640460017,1.4069653244692906,3.018491291891609,71.83593772700065,7.5438950261795314,0.41122183157931436,0.31075501072169504,0.7219768423010094,22.01565541808799,0.3043812913685997,0.3084802040899344,31.31874524206624,61.33456337422493,119.97617401107617,4.481168751924966,4.040313515146936,0.14957609497852756,42.405521818213515,0.24244675472597207,109.56933072215992,8.083094589176028,3.4298440850529692,4.653250504123058,43.39409929045043,3.609015521760101,0.7034826622346453,115.92570940429218,85.73932624752297,774.0722450473904,7.524857479907719,0.0,369.02456401345876,110.56005020891322,48.28473219007328,0.0,0.0,0.0,0.9685484073248054,0.0,0.49676255949233206,0.12795870686825625,0.0,0.9641655965054102,12060.054276799641
66203,서예일,2016,2020,0.24,40,29,25,4,6,2,0,0,8,1,0,1,3,0,0,7,0,0.32,0.31,0.63,0,0.0,0.5,2,5,8,0,3.9,0.08,3.1,0.22,40,0,0,0,0.0,0,0,44,5,97.66666666666666,3,0,14,28,9,0,0,0,0.921037542662116,0.0,0.029,0,0.0170940171,0.0922140249,0,78,1.57404261293134,1993,6,19,28,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0.17955347977827962,35.02792034489838,24.76514062820776,21.68528022993225,3.4290700061588995,4.270580989529871,1.1907205912543626,0.0,0.0,5.461301580784233,0.5953602956271813,0.0,0.5953602956271813,2.484500102648327,0.0,0.0,6.9611989324574015,0.3492096078833915,0.22718230342845408,0.2509115171422706,0.47809382057072464,0.0,0.0,0.29768014781359065,1.1907205912543626,5.532128926298502,5.516731677273661,0.0,3.958755902278793,0.0476288236501745,1.7242250051324164,0.1700907411209197,35.02792034489838,0.0,0.0,0.0,0.0,0.0,0.0,36.41716280024636,3.3260110860192977,79.71655375350714,2.1352904947649356,0.0,11.239581194826524,23.471361116813796,7.453500307944981,0.0,0.0,0.0,0.9350212358181703,0.0,-0.02808191336481216,0.020396175905789366,0.0,1.4707215476582696,2824.8619556581207
66209,조수행,2016,2020,0.263,44,40,38,12,10,0,0,0,10,4,0,0,2,0,0,6,0,0.263,0.3,0.563,2,0.4,0.0,0,13,9,0,4.03,0.0,3.0,0.201,44,5,3,2,60.0,0,0,42,8,132.66666666666669,1,0,30,0,0,0,0,0,0.9684472361809042,0.0,-0.013,0,0.0769230769,0.228794817,0,319,0.0,1993,8,30,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0.2717094931544111,63.961737238190224,42.74920663704778,39.90216701423519,14.973615014960558,10.847039622812584,0.8486716837428597,0.0,0.0,11.695711306555445,2.9383443648562877,0.0,0.0,2.4227037809411556,0.0,0.42433584187142986,8.546015051228578,0.0,0.2895315985130112,0.3144078338924653,0.6039394324054764,0.7253604134554357,0.2696472934989573,0.2129839514008523,0.8486716837428597,11.297760449723455,9.211351890470578,0.0,3.8305947955390334,0.018246441200471482,3.698930093390153,0.2137235470124218,63.961737238190224,5.0,2.7870160485991473,2.2129839514008522,55.74032097198295,1.2746395865445643,0.0,57.924834527155674,4.598785021307462,149.13062532112306,1.0,0.0,36.78610934808233,1.485991477015142,0.42433584187142986,0.0,0.0,0.0,0.9722863123701251,0.0,0.15784250612022846,0.059371581426820204,0.0,0.0,4256.160078495594
64166,배정대,2014,2020,0.289,144,615,533,88,154,25,3,13,224,65,5,4,68,0,5,142,9,0.42,0.372,0.792,42,0.277,0.0,41,117,124,7,3.99,0.131,84.1,0.272,144,35,22,13,62.9,4,2,143,141,1221.3333333333333,5,0,354,13,2,0,0,0,0.987,0.0,4.086,0,0.263247863,0.280539423,0,827,0.0,1995,6,12,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0.26665756185654277,130.17359336327064,521.30486064642,452.3271685061716,74.78229076807726,129.18924998186026,21.13209768053081,2.4790989785305997,10.809371397244371,187.70765981118535,54.456525069132596,4.401605972411458,3.3054653047074662,56.9705974830091,0.0,4.300023380120448,121.22331239871974,7.707071277118924,0.3845267783000234,0.3448662737731483,0.7293930520731718,35.01213347630143,0.2556196941235277,0.007393616420906667,34.42056805630578,99.44797923200338,105.77209219829568,5.784564283238066,3.9424266952602856,0.11786921644348058,69.9081137080065,0.25096224513653187,130.17359336327064,29.325814071607667,18.37988664672638,10.945927424881285,58.639357611035415,3.412489821585495,1.6527326523537331,128.89627288631618,118.50431726017237,1043.3241344652536,4.233414223175343,0.0,302.26485645412254,11.345582366551916,1.8875335585349533,0.0,0.0,0.0,0.9876383853982162,0.0,3.3080016366084317,0.2190912450100938,0.0,0.0,4320.322595396856
78548,장성우,2008,2020,0.278,130,455,400,39,111,15,0,13,165,79,10,6,38,0,1,64,15,0.413,0.337,0.75,30,0.31,0.286,28,106,125,6,3.79,0.135,54.8,0.255,130,0,0,0,0.0,1,0,126,114,952.0,3,0,665,34,6,6,54,14,0.996,20.6,2.137,0,0.191452991,0.710989276,0,2492,0.0,1990,1,17,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0.2612632759752347,122.64496785114791,396.50583991988935,349.4006122530268,32.68616023533625,91.70032498314688,11.351978672327666,0.17332525595317927,10.077148841488748,133.63040069184717,53.7816856176972,5.035198024371379,4.779219088050846,35.64604896480157,0.6812245798403868,1.644761589638799,70.63805047278568,11.493862746527427,0.38005900507072643,0.33011107554616437,0.7101700806168907,22.49942456523333,0.2574751978904619,0.18405373074736014,21.602452769769595,91.33617913637848,100.50527674876659,4.70254104750922,4.006669439593834,0.11879572909549171,44.14317565111239,0.24352173230426222,122.64496785114791,1.3822240292403531,0.21748667174201614,1.164737357498337,10.874333587100807,4.1385896973503495,0.0,114.77139064734209,99.29320138426819,831.9959798477246,5.372988651381088,0.0,614.1535327595406,40.36502015234384,5.226053049039067,9.448345566118839,54.45230217973802,16.747320906219745,0.9921600007214714,22.193140844909728,1.1153648646534389,0.10733936653449128,0.0,0.0,9236.20967576371
76509,김문호,2006,2020,0.217,18,52,46,6,10,1,0,2,17,5,0,0,5,0,1,11,1,0.37,0.308,0.678,3,0.143,0.2,3,18,7,0,3.56,0.152,5.4,0.231,18,0,0,0,0.0,0,0,12,10,81.0,0,0,53,5,6,0,0,0,1.0,0.0,-0.186,0,0.0743589744,0.720607025,0,2227,0.9301497323974336,1987,6,22,34,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,0,0,0,0.2923634316768654,112.1966640767749,421.49185253839687,369.6357136692382,50.145831539605666,113.97089077286405,18.63945538948652,1.5637016266050467,3.8370743438799506,147.24897244720054,42.669125973325535,3.8942427858912834,1.257418035430176,39.79192911347496,1.8616913672270923,6.912548934362187,59.595766051452266,8.167889067191332,0.38469762295295645,0.3664034794145149,0.7511011023674713,31.09397786291659,0.2535919044781725,0.3245758216345939,24.040231359971518,112.59824235633138,84.72823252402073,2.4078095986076278,3.9245699836287407,0.09228018471076212,54.461743140828666,0.26093632968681696,112.1966640767749,15.730607878166177,8.251294210215779,7.479313667950396,61.45795454911321,3.5221374469164797,0.9130825607711472,105.48383318659819,85.09213779692057,767.186005569531,3.692997498353579,0.0,159.39060975385573,2.443148794630584,0.6632338570481529,0.0,0.0,0.0,0.9742466899468342,0.0,0.9800882506743809,0.14126402634072222,0.0,0.0849481616894383,12584.340801527936
64260,김경호,2014,2020,0.286,56,110,105,17,30,3,1,0,35,9,1,1,3,0,0,16,2,0.333,0.303,0.636,7,0.278,0.143,4,36,24,0,3.35,0.048,8.9,0.22,56,5,1,4,20.0,0,0,53,20,228.0,0,0,49,1,0,0,0,0,1.0,0.0,-0.605,0,0.0487179487,0.0620988586,0,137,0.0,1995,7,31,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0.2689918093819806,51.65748324646314,94.98212956068502,90.70588235294116,14.647803425167535,25.476545048399103,2.6381236038719282,0.8190618019359642,0.0,29.752792256142964,7.733432613551749,1.0,0.8190618019359642,2.4571854058078926,0.0,0.0,14.371556217423677,1.6381236038719285,0.31454430379746834,0.282915860014892,0.5974601638123603,5.7334326135517495,0.25031645569620253,0.1623603871928518,3.4571854058078926,30.39091586001489,21.28592702903946,0.0,3.3536187639612804,0.04619061801935964,7.434400595681311,0.20624869694713324,51.65748324646314,4.095309009679821,0.8190618019359642,3.276247207743857,16.381236038719283,0.0,0.0,48.65748324646314,17.104988830975426,200.13551749813848,0.0,0.0,43.20997766195086,0.8190618019359642,0.0,0.0,0.0,0.0,1.0,0.0,-0.5270156366344005,0.042324128574609085,0.0,0.0,2900.0
64266,이성곤,2014,2020,0.281,62,154,139,16,39,7,0,5,61,18,2,2,11,0,0,38,3,0.439,0.329,0.768,9,0.196,0.25,12,35,29,1,3.69,0.158,20.2,0.258,62,2,2,0,100.0,2,1,38,18,165.66666666666666,2,0,119,10,11,0,0,0,0.987651911468813,0.0,0.088,0,0.0683760684,0.115420182,0,214,0.8453509366224365,1992,3,25,29,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0.25932413549575006,50.589905919741724,124.76220142759855,112.87645975735869,12.652836280172522,31.184276237798574,5.819355815067975,0.0,3.8842787600575077,48.65646833303908,13.983403536207028,1.5537115040230032,1.5537115040230032,8.778318662193861,0.0,0.0,30.863470123842916,2.408202386056953,0.3956693822987868,0.3065505082351755,0.7022198905339624,7.118823618432669,0.1522637273942543,0.1942139380028754,9.703634575125482,28.616440083738997,23.76598481600121,0.7768557520115016,3.6824657603349564,0.1363452468030368,15.891318384745375,0.23699856231240699,50.589905919741724,1.5537115040230032,1.5537115040230032,0.0,77.68557520115016,1.6808333543521579,0.7768557520115016,30.66166418644538,14.69664791787525,134.8483954229408,1.5537115040230032,0.0,94.34971120135192,7.895679370444171,8.545413272126517,0.0,0.0,0.0,0.9904073163982001,0.0,0.02594751179156052,0.054955821040007076,0.0,0.6567157375834501,3292.8121670800797
68362,추재현,2018,2020,0.125,13,28,24,3,3,0,0,0,3,0,0,0,4,0,0,8,0,0.125,0.25,0.375,0,0.0,0.2,0,7,6,0,4.29,0.0,0.9,0.144,13,0,0,0,0.0,0,0,7,6,48.333333333333336,0,0,15,0,0,0,0,0,0.8137931034482758,0.0,-0.271,0,0.0222222222,0.0454157994,0,29,0.0,1999,2,22,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0.12110726643598617,12.626297577854672,27.15916955017301,23.283737024221455,2.906574394463668,2.906574394463668,0.0,0.0,0.0,2.906574394463668,0.0,0.0,0.0,3.8754325259515574,0.0,0.0,7.750865051903115,0.0,0.12110726643598617,0.24221453287197234,0.3633217993079585,0.0,0.0,0.19377162629757788,0.0,6.782006920415225,5.844290657439447,0.0,4.280968858131488,0.0,0.8688581314878893,0.13951557093425607,12.626297577854672,0.0,0.0,0.0,0.0,0.0,0.0,6.813148788927336,5.813148788927336,46.952710495963096,0.0,0.0,14.595155709342562,0.0,0.0,0.0,0.0,0.0,0.8195919341367378,0.0,-0.2626851211072665,0.022252472009688582,0.0,0.0,2700.0
62234,류지혁,2012,2020,0.381,25,51,42,13,16,3,0,1,22,5,1,2,1,0,5,6,3,0.524,0.44,0.964,4,0.2,0.0,4,13,9,0,3.71,0.143,8.8,0.329,25,2,1,1,50.0,0,0,26,11,115.33333333333331,4,0,16,30,5,0,0,0,0.9247919075144508,0.0,0.614,0,0.1,0.46216204,0,1117,1.5999031079907602,1994,1,13,27,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0.26826610682939944,114.34810462121729,277.4760612982737,240.4551172498904,45.04205583238294,62.63418748261175,7.874813318342665,1.7189869307683034,1.4183002925605548,78.20187554017268,26.43786877416252,7.1322383139135015,1.6804070653744514,21.764026301483554,0.0,6.444272367611802,41.68402651704739,3.391694998716722,0.33792414914592933,0.34381319910891295,0.6817373482548423,15.444275735796872,0.26104399860152955,0.22522245178274666,11.012100541671524,78.13738826888087,59.67992204672481,1.7218162062245408,3.6133956425116147,0.06991267710759129,28.802010065484257,0.2393061457925643,114.34810462121729,13.484896047704277,9.773959079245984,3.7109369684582942,69.34400890817587,2.0073709362005125,0.5739387354081803,132.47681509809166,58.835588782327,608.6212080691835,9.00875526026303,0.0,125.1291032072532,180.0457008822624,37.6660262624126,0.0,0.0,0.0,0.9672023781324454,0.0,0.554284346225174,0.09381410561344149,0.0,1.5248260320448,9134.687848900607
62244,박세혁,2012,2020,0.269,124,423,360,47,97,18,2,4,131,51,9,7,35,0,12,45,7,0.364,0.348,0.712,18,0.298,0.077,24,105,120,6,3.73,0.094,49.6,0.248,124,8,5,3,62.5,6,0,119,106,882.6666666666666,8,1,752,38,5,2,59,14,0.9877567975830815,19.156495468277942,1.696,0,0.423076923,1.296542979,0,1606,0.023187512335638,1990,1,9,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0.26967838170553843,117.04623124991637,378.2486920102231,325.4950624222231,46.62686497263592,88.6752371776859,15.021081717581257,3.772155540390457,4.114046003773434,123.58276798736837,45.58795311308258,8.71338632197289,5.166225094670359,31.42119947011361,0.33786948202266737,7.452818701243092,53.810719494734585,4.121378775106044,0.37929227382816166,0.3439800088314399,0.7232722826596015,18.790627968902626,0.26725997885806807,0.13346761136311938,22.907283261745146,92.14118261009193,96.03414823438106,4.8419640587156945,3.7612660404372904,0.10929943933737439,46.059942060401696,0.2498696894276959,117.04623124991637,7.27340666104666,5.321022841315082,1.952383819731578,72.05243935075535,4.273232708442054,0.0,113.15618267699679,92.04649217882327,803.8199523637483,5.913933603628919,0.6881431228506818,621.5135348507353,40.28747675056535,4.997230139295894,2.5733143323565226,55.07829205304216,15.966239813736905,0.9913460888172902,24.06753106689501,1.8611259416857349,0.3442936075740436,0.0,0.08255528162409612,15905.517909263832
64300,김하성,2014,2020,0.306,138,622,533,111,163,24,1,30,279,109,3,3,75,3,8,68,12,0.523,0.397,0.92,45,0.319,0.333,55,104,201,14,3.71,0.218,109.9,0.309,138,25,23,2,92.0,6,0,151,127,1103.3333333333333,20,0,135,349,64,0,0,0,0.9594277945619336,0.0,7.182,0,1.0,2.965544669,1,3664,0.911187713597856,1995,10,17,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0.2981790149750247,138.01445109282201,606.6852923074593,528.1072496017534,101.50426616722658,157.591462049545,30.64623909769463,3.093496198462255,22.80876115631464,262.8509770131081,100.09216995181963,1.8360079105858373,5.30507620902469,64.54411983855083,2.703813148446279,6.892838747544561,74.5333116535786,11.254169367739308,0.49748993210801623,0.37797500758301256,0.875464939691029,44.584988298048884,0.32023462862213486,0.46281775965115357,56.548496452471525,105.28294746955405,196.00460463810046,10.98072377855887,3.869573157670381,0.19933488787273546,98.78992079543858,0.29434666620793254,138.01445109282201,27.573346011907457,22.002783587045148,5.570562424862307,80.38519415231589,5.379424620866493,0.22661413623413393,142.72909236828454,130.31431477384373,1125.8553966669283,18.48957182175487,0.0,170.3144001419068,376.647304607148,69.03317755844037,0.0,0.0,0.0,0.9650725369315376,0.0,5.638870285141819,0.5753346226507988,0.6651618413701852,0.43660745553690444,28022.512295152035
66354,주효상,2016,2020,0.19,63,101,84,6,16,4,0,0,20,7,3,1,13,0,0,26,0,0.238,0.296,0.534,1,0.095,0.174,4,21,22,2,3.99,0.048,7.5,0.193,63,0,0,0,0.0,0,0,44,19,191.3333333333333,4,1,154,14,1,1,14,9,0.977,39.1,-0.134,0,0.0196581197,0.14561226,0,405,0.0,1997,11,11,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0.20243673635167334,62.93552574540158,107.67161328104457,94.52748977989219,7.675584556888987,19.13511578233035,3.704615337990753,0.0802217924579036,0.5826508786217539,24.748127341102165,8.766419692489071,2.1132202839910876,0.3000889273425283,9.565512532575246,0.0,1.1653017572435078,33.86382944965771,1.1653017572435078,0.2656639235765609,0.28047932134740516,0.5461432449239662,2.630692441829544,0.1862762431480933,0.31961396084998256,4.36748800907041,21.31075515744418,20.51787831780249,1.8827398059642821,4.112660323995021,0.06322718722488753,7.202986033385933,0.19284497138607506,62.93552574540158,0.9097151264726269,0.3032383754908756,0.6064767509817512,10.097837903846157,2.12079946067186,0.0,56.11957147301175,30.994634053437814,270.3964396578114,2.445879259071525,0.3000889273425283,213.17276535511957,16.83203785042439,2.6783441865495385,1.1991907106729747,17.297428535010425,8.204873681874243,0.9879588664244762,30.165428626522697,-0.2788432781120187,0.028853038197310103,0.0,0.0,3498.6005226290245
78643,백용환,2008,2020,0.22,52,107,91,12,20,4,0,5,39,10,1,0,15,0,0,29,2,0.429,0.33,0.759,4,0.2,0.133,9,18,24,0,4.03,0.209,13.4,0.256,52,0,0,0,0.0,0,0,38,20,199.0,3,0,158,8,0,2,9,5,0.982,35.7,0.498,0,0.0111111111,0.154395975,0,755,0.0,1989,3,20,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0.2181658860958259,55.43876060786622,124.03742585642244,107.57923663164098,9.705641753572417,22.451221754844884,4.299411790168846,0.0,3.338202205082363,36.76524016026082,10.177155832463477,1.582916029829127,0.758620729726487,13.603994783476207,0.3793103648632435,0.512657681749633,32.74479270012048,3.384678538548269,0.35034415954730475,0.3118963133098344,0.6622404728571392,3.5839328394350143,0.20149052493231684,0.12464466106685408,7.63761399525121,28.280254516159864,24.861588390242236,0.758620729726487,4.031582126695058,0.13179896308661565,11.233373579625924,0.2277594542230863,55.43876060786622,1.2720628074578049,0.758620729726487,0.5134420777313177,25.300001336378344,0.5557994607422885,0.0,46.769954961144805,27.58507776705125,254.29809429543667,3.743379915802355,0.3793103648632435,185.30422013753662,18.21157280400356,2.2981625669387555,2.161248281954913,19.99809449879857,9.205805750435994,0.9819599958049343,31.52025109967959,0.03881403540066221,0.02538102022153731,0.0,0.0,5553.59741845355
62265,유민상,2012,2020,0.246,126,456,391,38,96,23,0,8,143,65,2,4,53,1,6,80,14,0.366,0.341,0.707,15,0.308,0.273,31,108,111,7,3.99,0.12,49.7,0.245,126,0,0,0,0.0,4,0,119,108,932.6666666666666,9,0,830,51,108,0,0,0,0.99,0.0,0.135,0,0.0837606838,0.262131046,0,1048,0.0,1989,4,13,32,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0.26318146324146213,98.453531659658,331.82385083309117,283.9382452999841,30.8719016080661,72.90336320472825,17.51347570904585,0.24401224279440553,6.15497236736059,109.36978050144468,47.103714917787414,1.6127585762611505,2.952139062354367,37.831985739584304,0.5208533222217958,5.4887221549072605,57.33099063560553,10.249150872018115,0.402847875877912,0.35689915457281807,0.75974703045073,13.040547745801646,0.31719249710789343,0.2825220039968639,23.912460319200846,81.2189393233293,75.43709119867539,4.16860844440302,3.9770387089965076,0.13943127820146606,38.7688158947986,0.261272561172852,98.453531659658,0.4081797272921659,0.2178290833529796,0.19035064393918627,12.265376138338642,3.7291014457791696,0.0,85.63854698371101,73.64750771685317,632.6528907816272,6.26240110640211,0.0,570.0466807936708,35.004544445236384,70.5780519263349,0.0,0.0,0.0,0.9867880783919496,0.0,0.34234767576058295,0.06417941413801152,0.0,0.05045724792337866,5087.815361339634
64340,임지열,2014,2020,1.0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,2.0,0,0.0,1.0,0,0,0,0,4.0,0.0,0.5,0.7,1,0,0,0,0.0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.047,0,0.00256410256,0.0177291338,0,19,0.0,1995,8,22,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0.18340697674418607,10.418604651162791,17.011627906976745,14.186046511627907,0.05813953488372093,1.941860465116279,0.9418604651162791,0.0,0.0,2.8837209302325584,2.8255813953488373,0.9418604651162791,0.0,0.9418604651162791,0.0,0.9418604651162791,6.593023255813954,0.9418604651162791,0.24651162790697675,0.2794767441860465,0.5259883720930233,0.0,0.23546511627906977,0.2936046511627907,0.9418604651162791,4.709302325581396,0.9418604651162791,0.0,4.263720930232559,0.0631046511627907,0.31162790697674414,0.1876279069767442,10.418604651162791,0.0,0.0,0.0,0.0,0.0,0.0,7.593023255813954,2.8255813953488373,28.313953488372093,1.8837209302325582,0.0,6.593023255813954,2.8255813953488373,0.0,0.0,0.0,0.0,0.7845697674418605,0.0,0.002732558139534884,0.014432419069767442,0.0,0.6122304203897289,2700.0
64346,임병욱,2014,2020,0.27,12,41,37,3,10,4,0,0,14,6,0,0,4,1,0,10,1,0.378,0.341,0.719,1,0.5,0.0,4,13,4,0,4.02,0.108,4.8,0.248,12,3,3,0,100.0,0,0,12,12,91.0,1,0,20,2,0,0,0,0,0.957,0.0,0.425,0,0.0384615385,0.547929178,0,1270,0.0,1995,9,30,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0.2633388304936205,113.32498287464036,373.7944546743751,343.785919587513,50.79011523734255,91.55749083230008,19.32810214561897,3.185166527351718,6.2085451114629295,135.88156136701127,42.3654149248079,3.347405577627116,0.767210037156841,21.517556974413477,0.4081430135873844,4.376362497664724,100.95872547833294,4.95237656450856,0.39194178643448746,0.317158378060098,0.7091001644945855,21.78234617174166,0.2752729151994719,0.0903034264389226,28.721813784433618,86.8368349398853,65.20007837415152,3.0091117545532193,3.7961975980448996,0.12860295594086701,42.83644387919647,0.2407980534047949,113.32498287464036,15.789786653206024,12.869884732279873,2.919901920926152,83.23543316654354,2.8075398161447715,0.7339557024030183,109.97194529403217,87.43296554524461,799.8724136656572,3.9301999199044526,0.0,216.1528761744098,5.309230075219945,1.1158018592090386,0.0,0.0,0.0,0.982334708613438,0.0,1.4417076188484772,0.13598163698321608,0.3666269901743724,0.0,5280.622238474791
